transfer_id,from_node,to_node,sku_id,units,transit_hrs,handling_cost_eur,transit_cost_eur,storage_cost_eur,total_cost_eur,transfer_mode,status,transfer_date
2298,IXD_BER,FC_BER1,SKU_0245,592,2.7,0.132,0.187,0.039,211.94,road,completed,2024-12-03
2299,IXD_BCN,FC_BCN2,SKU_0134,629,3.0,0.146,0.182,0.044,233.99,road,completed,2024-12-03
2300,1DC_MAD,IXD_MAD,SKU_0174,435,7.0,0.128,0.476,0.035,277.97,road,completed,2024-12-03
2301,1DC_CDG,IXD_PAR,SKU_0017,702,10.7,0.14,0.712,0.06,640.22,road,completed,2024-12-03
2302,IXD_BER,FC_BER1,SKU_0135,897,3.6,0.051,0.652,0.042,668.26,road,completed,2024-12-03
2303,RDC_IBE,IXD_MAD,SKU_0215,851,10.4,0.117,0.661,0.035,691.86,road,completed,2024-12-04
2304,1DC_MAD,IXD_MAD,SKU_0009,553,8.2,0.117,0.152,0.089,197.97,road,completed,2024-12-04
2305,RDC_LYS,IXD_PAR,SKU_0158,470,5.3,0.043,0.61,0.038,324.77,road,completed,2024-12-04
2306,RDC_IBE,IXD_BCN,SKU_0013,172,9.7,0.099,0.137,0.07,52.63,road,completed,2024-12-04
2307,RDC_IBE,IXD_BCN,SKU_0225,602,6.6,0.066,0.141,0.084,175.18,road,completed,2024-12-04
2308,1DC_CDG,IXD_PAR,SKU_0146,199,9.4,0.065,0.328,0.019,81.99,road,completed,2024-12-04
2309,IXD_BCN,FC_BCN1,SKU_0227,736,3.6,0.131,0.389,0.071,434.98,road,completed,2024-12-04
2310,IXD_MAD,FC_MAD1,SKU_0160,85,5.4,0.134,0.217,0.037,32.98,road,completed,2024-12-04
2311,IXD_PAR,FC_MUN1,SKU_0119,444,4.7,0.047,0.767,0.035,376.96,road,completed,2024-12-04
2312,IXD_BER,FC_BER1,SKU_0156,233,6.0,0.085,0.138,0.079,70.37,road,completed,2024-12-04
2313,RDC_FRA,IXD_PAR,SKU_0019,683,7.3,0.1,0.56,0.022,465.81,road,completed,2024-12-04
2314,1DC_BCN,IXD_BCN,SKU_0104,778,7.4,0.132,0.268,0.058,356.32,road,completed,2024-12-04
2315,IXD_MAD,FC_MAD2,SKU_0094,697,3.9,0.083,0.34,0.071,344.32,road,completed,2024-12-04
2316,IXD_PAR,FC_PAR2,SKU_0050,119,6.6,0.074,0.596,0.026,82.82,road,completed,2024-12-04
2317,IXD_BER,FC_BER1,SKU_0071,347,5.6,0.079,0.765,0.036,305.36,road,completed,2024-12-04
2318,RDC_IBE,IXD_MAD,SKU_0053,187,9.1,0.119,0.749,0.017,165.5,road,completed,2024-12-04
2319,RDC_FRA,IXD_BER,SKU_0057,261,8.1,0.147,0.594,0.066,210.63,road,completed,2024-12-04
2320,IXD_BCN,FC_BCN1,SKU_0111,23,6.4,0.076,0.742,0.05,19.96,road,completed,2024-12-04
2321,RDC_LYS,IXD_PAR,SKU_0121,156,5.3,0.065,0.633,0.094,123.55,road,completed,2024-12-04
2322,RDC_IBE,IXD_BCN,SKU_0132,509,7.0,0.042,0.749,0.094,450.47,road,completed,2024-12-04
2323,IXD_BCN,FC_BCN1,SKU_0143,103,2.6,0.068,0.574,0.024,68.6,road,completed,2024-12-04
2324,1DC_BCN,IXD_PAR,SKU_0019,387,8.4,0.069,0.061,0.067,76.24,road,completed,2024-12-04
2325,IXD_MAD,FC_MAD2,SKU_0022,891,3.1,0.15,0.229,0.013,349.27,road,completed,2024-12-04
2326,IXD_BCN,FC_BCN1,SKU_0216,275,4.4,0.053,0.179,0.056,79.2,road,completed,2024-12-04
2327,IXD_BCN,FC_BCN2,SKU_0145,657,1.2,0.142,0.11,0.019,178.05,road,completed,2024-12-04
2328,1DC_BCN,IXD_BCN,SKU_0007,506,8.7,0.041,0.615,0.064,364.32,road,completed,2024-12-04
2329,IXD_BER,FC_BER1,SKU_0230,132,5.6,0.099,0.492,0.097,90.82,road,completed,2024-12-04
2330,1DC_BCN,IXD_PAR,SKU_0098,197,7.1,0.121,0.098,0.082,59.3,road,completed,2024-12-04
2331,IXD_BER,FC_BER1,SKU_0149,524,5.0,0.035,0.384,0.094,268.81,road,completed,2024-12-05
2332,RDC_IBE,IXD_BCN,SKU_0116,94,6.8,0.04,0.316,0.08,40.98,road,completed,2024-12-05
2333,1DC_BCN,IXD_PAR,SKU_0156,883,5.6,0.078,0.165,0.03,241.06,road,completed,2024-12-05
2334,IXD_BER,FC_BER1,SKU_0053,871,4.0,0.048,0.679,0.023,653.25,road,completed,2024-12-05
2335,IXD_PAR,FC_MUN1,SKU_0189,114,5.9,0.129,0.425,0.035,67.15,road,completed,2024-12-05
2336,IXD_PAR,FC_PAR2,SKU_0139,376,5.9,0.045,0.356,0.021,158.67,road,completed,2024-12-05
2337,IXD_BER,FC_BER1,SKU_0225,274,3.0,0.086,0.13,0.034,68.5,road,completed,2024-12-05
2338,IXD_PAR,FC_MUN1,SKU_0026,737,3.3,0.133,0.506,0.086,534.32,road,completed,2024-12-05
2339,RDC_FRA,IXD_PAR,SKU_0249,766,6.8,0.047,0.318,0.056,322.49,road,completed,2024-12-05
2340,1DC_MAD,IXD_MAD,SKU_0152,523,10.2,0.056,0.426,0.092,300.2,road,completed,2024-12-05
2341,1DC_CDG,IXD_PAR,SKU_0031,343,7.1,0.038,0.732,0.022,271.66,road,completed,2024-12-05
2342,1DC_BCN,IXD_BER,SKU_0002,621,8.2,0.093,0.163,0.054,192.51,road,completed,2024-12-05
2343,IXD_BER,FC_BER1,SKU_0049,641,1.6,0.098,0.47,0.029,382.68,road,completed,2024-12-05
2344,IXD_PAR,FC_MUN1,SKU_0184,661,3.3,0.126,0.366,0.086,382.06,road,completed,2024-12-05
2345,RDC_LYS,IXD_PAR,SKU_0112,696,7.7,0.08,0.388,0.029,345.91,road,completed,2024-12-05
2346,IXD_BCN,FC_BCN2,SKU_0237,156,4.6,0.046,0.556,0.071,104.99,road,completed,2024-12-05
2347,IXD_MAD,FC_MAD2,SKU_0010,488,2.8,0.039,0.606,0.077,352.34,road,completed,2024-12-05
2348,IXD_MAD,FC_MAD1,SKU_0103,466,3.9,0.133,0.281,0.049,215.76,road,completed,2024-12-05
2349,IXD_PAR,FC_PAR2,SKU_0065,140,5.8,0.058,0.581,0.046,95.9,road,completed,2024-12-05
2350,1DC_BCN,IXD_BER,SKU_0186,177,6.2,0.047,0.278,0.021,61.24,road,completed,2024-12-05
2351,IXD_PAR,FC_PAR2,SKU_0002,635,2.1,0.101,0.107,0.033,153.03,road,completed,2024-12-05
2352,IXD_BCN,FC_BCN1,SKU_0142,93,5.5,0.071,0.495,0.077,59.8,road,completed,2024-12-05
2353,1DC_BCN,IXD_BCN,SKU_0165,428,9.1,0.131,0.562,0.023,306.45,road,completed,2024-12-05
2354,IXD_MAD,FC_MAD2,SKU_0083,42,2.7,0.106,0.207,0.096,17.18,road,completed,2024-12-06
2355,RDC_FRA,IXD_BER,SKU_0250,182,10.6,0.088,0.256,0.045,70.8,road,completed,2024-12-06
2356,IXD_MAD,FC_MAD1,SKU_0220,76,2.4,0.055,0.389,0.04,36.78,road,completed,2024-12-06
2357,IXD_PAR,FC_PAR1,SKU_0135,514,5.6,0.132,0.091,0.023,126.44,road,completed,2024-12-06
2358,IXD_BCN,FC_BCN1,SKU_0164,831,6.3,0.075,0.081,0.012,139.61,road,completed,2024-12-06
2359,IXD_PAR,FC_MUN1,SKU_0028,401,5.0,0.093,0.421,0.039,221.75,road,completed,2024-12-06
2360,IXD_MAD,FC_MAD1,SKU_0186,43,2.8,0.063,0.125,0.078,11.44,road,completed,2024-12-06
2361,RDC_LYS,IXD_PAR,SKU_0117,359,7.2,0.089,0.361,0.038,175.19,road,completed,2024-12-06
2362,1DC_BCN,IXD_BER,SKU_0222,814,7.9,0.097,0.14,0.045,229.55,road,completed,2024-12-06
2363,IXD_MAD,FC_MAD1,SKU_0184,83,3.7,0.133,0.625,0.046,66.73,road,completed,2024-12-06
2364,IXD_PAR,FC_PAR1,SKU_0021,624,6.4,0.131,0.088,0.068,179.09,road,completed,2024-12-06
2365,1DC_MAD,IXD_MAD,SKU_0110,717,8.5,0.147,0.298,0.074,372.12,road,completed,2024-12-06
2366,RDC_FRA,IXD_PAR,SKU_0108,404,9.2,0.063,0.588,0.077,294.11,road,completed,2024-12-06
2367,1DC_BCN,IXD_PAR,SKU_0218,329,9.3,0.093,0.602,0.058,247.74,road,completed,2024-12-06
2368,IXD_BER,FC_BER1,SKU_0247,766,2.9,0.042,0.356,0.024,323.25,road,completed,2024-12-06
2369,RDC_IBE,IXD_BCN,SKU_0218,616,6.9,0.057,0.56,0.058,415.8,road,completed,2024-12-06
2370,IXD_PAR,FC_PAR2,SKU_0071,112,4.4,0.091,0.371,0.011,52.98,road,completed,2024-12-06
2371,IXD_PAR,FC_PAR1,SKU_0079,505,4.8,0.126,0.454,0.061,323.7,road,completed,2024-12-06
2372,1DC_BCN,IXD_BCN,SKU_0230,637,8.9,0.036,0.737,0.023,507.05,road,completed,2024-12-06
2373,IXD_MAD,FC_MAD2,SKU_0187,737,4.1,0.069,0.411,0.035,379.56,road,completed,2024-12-06
2374,1DC_BCN,IXD_PAR,SKU_0151,243,10.3,0.117,0.747,0.016,213.84,road,completed,2024-12-06
2375,IXD_PAR,FC_PAR2,SKU_0059,363,3.1,0.056,0.151,0.098,110.72,road,completed,2024-12-06
2376,RDC_IBE,IXD_BCN,SKU_0221,454,6.5,0.145,0.084,0.061,131.66,road,completed,2024-12-06
2377,IXD_BER,FC_BER1,SKU_0201,796,5.2,0.14,0.083,0.088,247.56,road,completed,2024-12-07
2378,1DC_BCN,IXD_BCN,SKU_0132,581,7.9,0.038,0.108,0.021,97.03,road,completed,2024-12-07
2379,1DC_MAD,IXD_MAD,SKU_0024,387,9.6,0.034,0.636,0.089,293.73,road,completed,2024-12-07
2380,IXD_PAR,FC_PAR2,SKU_0224,833,4.0,0.148,0.568,0.07,654.74,road,completed,2024-12-07
2381,IXD_BCN,FC_BCN2,SKU_0017,73,4.9,0.067,0.318,0.089,34.6,road,completed,2024-12-07
2382,IXD_PAR,FC_MUN1,SKU_0075,768,1.0,0.033,0.762,0.066,661.25,road,completed,2024-12-07
2383,IXD_PAR,FC_PAR1,SKU_0040,409,5.5,0.033,0.578,0.02,258.08,road,completed,2024-12-07
2384,IXD_PAR,FC_PAR2,SKU_0188,777,1.0,0.134,0.415,0.083,491.06,road,completed,2024-12-07
2385,RDC_IBE,IXD_BCN,SKU_0033,191,11.6,0.055,0.277,0.06,74.87,road,completed,2024-12-07
2386,IXD_MAD,FC_MAD2,SKU_0109,536,6.0,0.074,0.741,0.041,458.82,road,completed,2024-12-08
2387,IXD_PAR,FC_MUN1,SKU_0211,848,4.4,0.142,0.692,0.041,742.0,road,completed,2024-12-08
2388,RDC_FRA,IXD_PAR,SKU_0211,78,8.0,0.114,0.263,0.096,36.89,road,completed,2024-12-08
2389,1DC_MAD,IXD_MAD,SKU_0182,574,9.2,0.041,0.12,0.014,100.45,road,completed,2024-12-08
2390,RDC_FRA,IXD_BER,SKU_0158,722,8.6,0.117,0.713,0.067,647.63,road,completed,2024-12-08
2391,1DC_BCN,IXD_BCN,SKU_0098,115,10.9,0.069,0.127,0.091,33.0,road,completed,2024-12-08
2392,1DC_BCN,IXD_BCN,SKU_0127,284,6.5,0.112,0.143,0.024,79.24,road,completed,2024-12-08
2393,IXD_BCN,FC_BCN1,SKU_0238,649,1.9,0.141,0.634,0.013,511.41,road,completed,2024-12-08
2394,IXD_PAR,FC_MUN1,SKU_0217,720,2.4,0.073,0.64,0.04,542.16,road,completed,2024-12-08
2395,1DC_MAD,IXD_MAD,SKU_0148,720,11.5,0.064,0.362,0.09,371.52,road,completed,2024-12-08
2396,IXD_BCN,FC_BCN2,SKU_0214,365,1.4,0.104,0.574,0.099,283.61,road,completed,2024-12-09
2397,IXD_BCN,FC_BCN1,SKU_0031,636,4.7,0.117,0.743,0.013,555.23,road,completed,2024-12-09
2398,1DC_MUC,IXD_PAR,SKU_0092,405,9.5,0.045,0.68,0.086,328.46,road,completed,2024-12-09
2399,IXD_MAD,FC_MAD1,SKU_0188,119,4.1,0.037,0.123,0.087,29.39,road,completed,2024-12-09
2400,IXD_BCN,FC_BCN1,SKU_0208,54,4.0,0.144,0.257,0.054,24.57,road,completed,2024-12-09
2401,IXD_PAR,FC_MUN1,SKU_0171,659,4.1,0.119,0.465,0.06,424.4,road,completed,2024-12-09
2402,1DC_BCN,IXD_PAR,SKU_0109,320,10.0,0.148,0.517,0.095,243.2,road,completed,2024-12-09
2403,IXD_BCN,FC_BCN1,SKU_0168,179,5.0,0.138,0.511,0.049,124.94,road,completed,2024-12-09
2404,RDC_IBE,IXD_MAD,SKU_0073,808,9.9,0.044,0.683,0.05,627.82,road,completed,2024-12-09
2405,IXD_MAD,FC_MAD2,SKU_0052,309,3.9,0.125,0.12,0.083,101.35,road,completed,2024-12-09
2406,1DC_BCN,IXD_BCN,SKU_0014,258,6.4,0.128,0.774,0.014,236.33,road,completed,2024-12-09
2407,RDC_IBE,IXD_MAD,SKU_0247,683,5.5,0.125,0.678,0.098,615.38,road,completed,2024-12-09
2408,IXD_MAD,FC_MAD2,SKU_0073,522,2.9,0.078,0.469,0.04,306.41,road,completed,2024-12-09
2409,IXD_MAD,FC_MAD1,SKU_0185,229,5.1,0.075,0.487,0.072,145.19,road,completed,2024-12-09
2410,IXD_MAD,FC_MAD2,SKU_0173,101,6.7,0.046,0.364,0.081,49.59,road,completed,2024-12-09
2411,IXD_BER,FC_BER1,SKU_0241,70,3.5,0.082,0.682,0.029,55.51,road,completed,2024-12-09
2412,RDC_IBE,IXD_MAD,SKU_0089,322,10.7,0.098,0.327,0.035,148.12,road,completed,2024-12-09
2413,IXD_MAD,FC_MAD1,SKU_0219,591,4.9,0.051,0.156,0.047,150.11,road,completed,2024-12-09
2414,RDC_IBE,IXD_MAD,SKU_0010,83,6.6,0.137,0.166,0.088,32.45,road,completed,2024-12-09
2415,1DC_BCN,IXD_BCN,SKU_0122,505,7.5,0.044,0.314,0.027,194.43,road,completed,2024-12-09
2416,RDC_FRA,IXD_PAR,SKU_0029,744,7.3,0.049,0.099,0.041,140.62,road,completed,2024-12-09
2417,RDC_IBE,IXD_BCN,SKU_0210,463,8.6,0.119,0.714,0.048,407.9,road,completed,2024-12-09
2418,RDC_FRA,IXD_PAR,SKU_0121,214,9.9,0.074,0.224,0.012,66.34,road,completed,2024-12-09
2419,IXD_MAD,FC_MAD2,SKU_0198,574,2.4,0.092,0.627,0.028,428.78,road,completed,2024-12-09
2420,RDC_LYS,IXD_PAR,SKU_0037,250,11.2,0.134,0.334,0.05,129.5,road,completed,2024-12-09
2421,1DC_MUC,IXD_PAR,SKU_0120,759,8.7,0.089,0.506,0.033,476.65,road,completed,2024-12-09
2422,1DC_MAD,IXD_MAD,SKU_0094,443,9.2,0.038,0.071,0.028,60.69,road,completed,2024-12-09
2423,1DC_MAD,IXD_MAD,SKU_0199,653,11.0,0.15,0.275,0.022,291.89,road,completed,2024-12-09
2424,1DC_MAD,IXD_MAD,SKU_0080,359,8.8,0.047,0.586,0.019,234.07,road,completed,2024-12-09
2425,IXD_PAR,FC_PAR1,SKU_0065,207,3.6,0.049,0.327,0.023,82.59,road,completed,2024-12-09
2426,IXD_MAD,FC_MAD1,SKU_0019,658,4.9,0.086,0.256,0.07,271.1,road,completed,2024-12-09
2427,IXD_PAR,FC_PAR1,SKU_0042,642,5.9,0.129,0.587,0.056,495.62,road,completed,2024-12-09
2428,1DC_MAD,IXD_MAD,SKU_0164,536,9.5,0.092,0.618,0.079,422.9,road,completed,2024-12-09
2429,IXD_BCN,FC_BCN2,SKU_0112,846,3.1,0.037,0.252,0.011,253.8,road,completed,2024-12-09
2430,1DC_BCN,IXD_BCN,SKU_0189,453,6.9,0.038,0.159,0.096,132.73,road,completed,2024-12-09
2431,IXD_BCN,FC_BCN2,SKU_0166,834,3.6,0.136,0.797,0.097,859.02,road,completed,2024-12-09
2432,IXD_PAR,FC_PAR1,SKU_0204,62,5.2,0.112,0.237,0.018,22.75,road,completed,2024-12-09
2433,RDC_IBE,IXD_MAD,SKU_0042,749,9.0,0.129,0.274,0.097,374.5,road,completed,2024-12-09
2434,RDC_IBE,IXD_MAD,SKU_0114,189,8.1,0.112,0.554,0.089,142.69,road,completed,2024-12-09
2435,RDC_IBE,IXD_MAD,SKU_0078,512,9.7,0.081,0.26,0.066,208.38,road,completed,2024-12-09
2436,RDC_IBE,IXD_MAD,SKU_0039,888,7.5,0.087,0.272,0.026,341.88,road,completed,2024-12-10
2437,IXD_BER,FC_BER1,SKU_0017,409,6.2,0.065,0.242,0.078,157.47,road,completed,2024-12-10
2438,IXD_BCN,FC_BCN2,SKU_0092,313,3.8,0.077,0.292,0.031,125.2,road,completed,2024-12-10
2439,IXD_PAR,FC_PAR2,SKU_0090,574,2.5,0.09,0.789,0.063,540.71,road,completed,2024-12-10
2440,RDC_IBE,IXD_BCN,SKU_0239,294,6.3,0.06,0.609,0.062,214.91,road,completed,2024-12-10
2441,1DC_MUC,IXD_PAR,SKU_0181,642,8.9,0.121,0.662,0.021,516.17,road,completed,2024-12-10
2442,1DC_BCN,IXD_BCN,SKU_0225,75,9.4,0.047,0.677,0.017,55.58,road,completed,2024-12-10
2443,RDC_IBE,IXD_MAD,SKU_0219,875,5.9,0.122,0.126,0.093,298.38,road,completed,2024-12-10
2444,IXD_PAR,FC_MUN1,SKU_0036,385,6.4,0.099,0.205,0.071,144.38,road,completed,2024-12-10
2445,1DC_BCN,IXD_BCN,SKU_0204,673,7.7,0.109,0.438,0.083,423.99,road,completed,2024-12-10
2446,1DC_MAD,IXD_MAD,SKU_0037,467,7.3,0.108,0.122,0.099,153.64,road,completed,2024-12-10
2447,IXD_PAR,FC_MUN1,SKU_0206,893,6.4,0.121,0.508,0.059,614.38,road,completed,2024-12-10
2448,RDC_FRA,IXD_PAR,SKU_0231,29,7.4,0.034,0.637,0.089,22.04,road,completed,2024-12-10
2449,RDC_IBE,IXD_BCN,SKU_0139,409,9.9,0.079,0.298,0.096,193.46,road,completed,2024-12-10
2450,IXD_BCN,FC_BCN2,SKU_0218,233,1.3,0.075,0.16,0.089,75.49,road,completed,2024-12-10
2451,RDC_IBE,IXD_MAD,SKU_0099,302,5.9,0.123,0.48,0.034,192.37,road,completed,2024-12-10
2452,IXD_PAR,FC_PAR1,SKU_0238,388,2.9,0.139,0.158,0.043,131.92,road,completed,2024-12-10
2453,RDC_LYS,IXD_PAR,SKU_0120,237,5.5,0.048,0.397,0.018,109.73,road,completed,2024-12-10
2454,RDC_IBE,IXD_MAD,SKU_0223,512,9.2,0.103,0.323,0.029,232.96,road,completed,2024-12-10
2455,1DC_MAD,IXD_MAD,SKU_0155,647,8.0,0.108,0.363,0.051,337.73,road,completed,2024-12-10
2456,IXD_MAD,FC_MAD1,SKU_0203,54,3.4,0.123,0.059,0.059,13.01,road,completed,2024-12-10
2457,IXD_BCN,FC_BCN1,SKU_0094,551,4.0,0.091,0.148,0.053,160.89,road,completed,2024-12-10
2458,IXD_PAR,FC_PAR1,SKU_0152,651,4.1,0.092,0.301,0.052,289.69,road,completed,2024-12-10
2459,RDC_FRA,IXD_PAR,SKU_0070,74,9.0,0.15,0.225,0.046,31.15,road,completed,2024-12-10
2460,IXD_PAR,FC_MUN1,SKU_0113,486,5.9,0.135,0.717,0.084,454.9,road,completed,2024-12-10
2461,IXD_PAR,FC_MUN1,SKU_0240,506,2.8,0.129,0.467,0.014,308.66,road,completed,2024-12-10
2462,IXD_BER,FC_BER1,SKU_0226,145,3.5,0.099,0.238,0.046,55.54,road,completed,2024-12-10
2463,RDC_LYS,IXD_PAR,SKU_0023,210,6.6,0.053,0.302,0.057,86.52,road,completed,2024-12-10
2464,IXD_MAD,FC_MAD2,SKU_0250,646,3.8,0.141,0.215,0.014,239.02,road,completed,2024-12-11
2465,IXD_MAD,FC_MAD1,SKU_0037,659,1.0,0.074,0.224,0.038,221.42,road,completed,2024-12-11
2466,IXD_BCN,FC_BCN2,SKU_0138,894,2.3,0.142,0.27,0.061,422.86,road,completed,2024-12-11
2467,1DC_CDG,IXD_PAR,SKU_0129,569,8.8,0.057,0.437,0.075,323.76,road,completed,2024-12-11
2468,RDC_IBE,IXD_BCN,SKU_0043,40,7.1,0.065,0.445,0.088,23.92,road,completed,2024-12-11
2469,IXD_PAR,FC_MUN1,SKU_0244,866,4.6,0.073,0.147,0.04,225.16,road,completed,2024-12-11
2470,RDC_IBE,IXD_MAD,SKU_0161,206,8.8,0.069,0.737,0.013,168.71,road,completed,2024-12-11
2471,1DC_BCN,IXD_BCN,SKU_0014,577,4.9,0.099,0.646,0.093,483.53,road,completed,2024-12-11
2472,IXD_PAR,FC_MUN1,SKU_0013,698,5.8,0.087,0.765,0.097,662.4,road,completed,2024-12-11
2473,RDC_IBE,IXD_MAD,SKU_0227,830,11.9,0.044,0.533,0.089,552.78,road,completed,2024-12-11
2474,IXD_MAD,FC_MAD2,SKU_0054,60,5.0,0.045,0.668,0.057,46.2,road,completed,2024-12-11
2475,IXD_BER,FC_BER1,SKU_0070,249,6.8,0.145,0.338,0.036,129.23,road,completed,2024-12-11
2476,RDC_IBE,IXD_MAD,SKU_0101,160,8.3,0.044,0.794,0.076,146.24,road,completed,2024-12-11
2477,1DC_MUC,IXD_PAR,SKU_0111,895,6.2,0.035,0.493,0.074,538.79,road,completed,2024-12-11
2478,1DC_BCN,IXD_PAR,SKU_0137,842,8.3,0.11,0.555,0.068,617.19,road,completed,2024-12-11
2479,RDC_LYS,IXD_PAR,SKU_0217,258,8.5,0.04,0.141,0.079,67.08,road,completed,2024-12-11
2480,IXD_MAD,FC_MAD1,SKU_0115,225,4.3,0.077,0.656,0.075,181.8,road,completed,2024-12-11
2481,IXD_MAD,FC_MAD2,SKU_0076,418,2.4,0.131,0.096,0.097,135.43,road,completed,2024-12-11
2482,1DC_BCN,IXD_PAR,SKU_0044,482,6.5,0.104,0.403,0.039,263.17,road,completed,2024-12-11
2483,1DC_MUC,IXD_PAR,SKU_0057,633,9.0,0.038,0.588,0.053,429.81,road,completed,2024-12-11
2484,RDC_LYS,IXD_PAR,SKU_0073,676,11.1,0.126,0.362,0.022,344.76,road,completed,2024-12-11
2485,RDC_IBE,IXD_MAD,SKU_0137,881,10.9,0.138,0.227,0.046,362.09,road,completed,2024-12-11
2486,RDC_IBE,IXD_MAD,SKU_0009,260,5.3,0.112,0.531,0.088,190.06,road,completed,2024-12-11
2487,1DC_CDG,IXD_PAR,SKU_0186,646,9.5,0.148,0.78,0.028,617.58,road,completed,2024-12-12
2488,IXD_PAR,FC_MUN1,SKU_0084,395,5.2,0.106,0.199,0.065,146.15,road,completed,2024-12-12
2489,RDC_IBE,IXD_MAD,SKU_0245,395,10.1,0.139,0.535,0.089,301.38,road,completed,2024-12-12
2490,1DC_MAD,IXD_MAD,SKU_0212,694,9.1,0.117,0.755,0.029,625.29,road,completed,2024-12-12
2491,RDC_FRA,IXD_PAR,SKU_0161,528,9.4,0.038,0.532,0.081,343.73,road,completed,2024-12-12
2492,IXD_MAD,FC_MAD1,SKU_0200,767,3.3,0.14,0.535,0.054,559.14,road,completed,2024-12-12
2493,RDC_IBE,IXD_BCN,SKU_0049,214,9.0,0.124,0.138,0.048,66.34,road,completed,2024-12-12
2494,1DC_BCN,IXD_BCN,SKU_0014,572,8.0,0.111,0.555,0.046,407.26,road,completed,2024-12-12
2495,1DC_BCN,IXD_BCN,SKU_0075,42,6.5,0.133,0.595,0.041,32.3,road,completed,2024-12-12
2496,RDC_IBE,IXD_BCN,SKU_0207,309,10.1,0.08,0.4,0.054,165.01,road,completed,2024-12-12
2497,RDC_IBE,IXD_BCN,SKU_0212,727,9.1,0.142,0.492,0.032,484.18,road,completed,2024-12-12
2498,IXD_MAD,FC_MAD2,SKU_0240,402,3.9,0.121,0.204,0.069,158.39,road,completed,2024-12-12
2499,IXD_PAR,FC_MUN1,SKU_0133,132,6.2,0.141,0.183,0.02,45.41,road,completed,2024-12-12
2500,1DC_CDG,IXD_PAR,SKU_0122,445,7.5,0.083,0.066,0.048,87.67,road,completed,2024-12-12
2501,IXD_BCN,FC_BCN2,SKU_0226,143,5.2,0.079,0.699,0.015,113.4,road,completed,2024-12-12
2502,1DC_MAD,IXD_MAD,SKU_0073,211,8.8,0.108,0.142,0.034,59.92,road,completed,2024-12-12
2503,1DC_BCN,IXD_BCN,SKU_0192,419,8.7,0.145,0.291,0.095,222.49,road,completed,2024-12-12
2504,RDC_IBE,IXD_MAD,SKU_0007,719,6.2,0.113,0.64,0.033,565.13,road,completed,2024-12-12
2505,IXD_BCN,FC_BCN2,SKU_0025,630,2.9,0.067,0.356,0.032,286.65,road,completed,2024-12-12
2506,1DC_BCN,IXD_PAR,SKU_0160,175,8.9,0.087,0.657,0.084,144.9,road,completed,2024-12-12
2507,RDC_IBE,IXD_MAD,SKU_0044,790,10.3,0.118,0.233,0.044,312.05,road,completed,2024-12-12
2508,IXD_PAR,FC_MUN1,SKU_0215,45,2.4,0.074,0.7,0.099,39.28,road,completed,2024-12-12
2509,RDC_LYS,IXD_PAR,SKU_0128,81,7.4,0.045,0.658,0.039,60.1,road,completed,2024-12-12
2510,1DC_BCN,IXD_BCN,SKU_0031,402,6.7,0.072,0.151,0.06,113.77,road,completed,2024-12-12
2511,RDC_IBE,IXD_MAD,SKU_0225,789,10.3,0.091,0.142,0.011,192.52,road,completed,2024-12-12
2512,IXD_BCN,FC_BCN2,SKU_0024,589,3.7,0.122,0.616,0.016,444.11,road,completed,2024-12-12
2513,RDC_IBE,IXD_MAD,SKU_0170,153,8.5,0.076,0.087,0.07,35.65,road,completed,2024-12-12
2514,IXD_BCN,FC_BCN1,SKU_0177,141,6.5,0.117,0.633,0.045,112.09,road,completed,2024-12-12
2515,IXD_PAR,FC_PAR1,SKU_0221,741,4.8,0.101,0.379,0.012,364.57,road,completed,2024-12-12
2516,RDC_LYS,IXD_PAR,SKU_0027,466,9.2,0.147,0.572,0.037,352.3,road,completed,2024-12-12
2517,IXD_MAD,FC_MAD2,SKU_0093,472,1.7,0.067,0.072,0.041,84.96,road,completed,2024-12-12
2518,IXD_PAR,FC_PAR1,SKU_0022,522,2.8,0.079,0.441,0.072,309.02,road,completed,2024-12-12
2519,1DC_CDG,IXD_PAR,SKU_0040,174,9.0,0.116,0.634,0.063,141.46,road,completed,2024-12-12
2520,RDC_IBE,IXD_MAD,SKU_0208,566,9.1,0.14,0.496,0.048,387.14,road,completed,2024-12-12
2521,1DC_MAD,IXD_MAD,SKU_0100,227,8.2,0.06,0.089,0.023,39.04,road,completed,2024-12-12
2522,RDC_IBE,IXD_MAD,SKU_0209,309,7.4,0.043,0.733,0.023,246.89,road,completed,2024-12-12
2523,1DC_BCN,IXD_PAR,SKU_0139,132,8.4,0.036,0.544,0.084,87.65,road,completed,2024-12-12
2524,1DC_BCN,IXD_PAR,SKU_0190,230,8.2,0.125,0.124,0.069,73.14,road,completed,2024-12-12
2525,IXD_PAR,FC_PAR2,SKU_0197,506,3.1,0.136,0.225,0.015,190.26,road,completed,2024-12-12
2526,IXD_BER,FC_BER1,SKU_0200,200,4.4,0.095,0.632,0.043,154.0,road,completed,2024-12-13
2527,1DC_CDG,IXD_PAR,SKU_0118,267,7.9,0.125,0.267,0.017,109.2,road,completed,2024-12-13
2528,IXD_BCN,FC_BCN1,SKU_0161,478,3.6,0.104,0.766,0.094,460.79,road,completed,2024-12-13
2529,IXD_BER,FC_BER1,SKU_0087,721,2.9,0.096,0.496,0.015,437.65,road,completed,2024-12-13
